1,0,0,0,0,19
2,0,0,0,0,18
3,0,0,0,0,17
4,0,0,0,0,16
5,0,0,0,0,15
6,0,0,0,0,14
7,0,0,0,0,13
8,0,0,0,0,12
9,0,0,0,0,11
10,0,0,0,0,10
11,0,0,0,0,9
12,0,0,0,0,8
13,0,0,0,0,7
14,0,0,0,0,6
15,0,0,0,0,5
16,0,0,0,0,4
17,0,0,0,0,3
18,0,0,0,0,2
19,0,0,0,0,1
0,1,0,0,0,19
0,2,0,0,0,18
0,3,0,0,0,17
0,4,0,0,0,16
0,5,0,0,0,15
0,6,0,0,0,14
0,7,0,0,0,13
0,8,0,0,0,12
0,9,0,0,0,11
0,10,0,0,0,10
0,11,0,0,0,9
0,12,0,0,0,8
0,13,0,0,0,7
0,14,0,0,0,6
0,15,0,0,0,5
0,16,0,0,0,4
0,17,0,0,0,3
0,18,0,0,0,2
0,19,0,0,0,1
0,0,1,0,0,19
0,0,2,0,0,18
0,0,3,0,0,17
0,0,4,0,0,16
0,0,5,0,0,15
0,0,6,0,0,14
0,0,7,0,0,13
0,0,8,0,0,12
0,0,9,0,0,11
0,0,10,0,0,10
0,0,11,0,0,9
0,0,12,0,0,8
0,0,13,0,0,7
0,0,14,0,0,6
0,0,15,0,0,5
0,0,16,0,0,4
0,0,17,0,0,3
0,0,18,0,0,2
0,0,19,0,0,1
0,0,0,1,0,19
0,0,0,2,0,18
0,0,0,3,0,17
0,0,0,4,0,16
0,0,0,5,0,15
0,0,0,6,0,14
0,0,0,7,0,13
0,0,0,8,0,12
0,0,0,9,0,11
0,0,0,10,0,10
0,0,0,11,0,9
0,0,0,12,0,8
0,0,0,13,0,7
0,0,0,14,0,6
0,0,0,15,0,5
0,0,0,16,0,4
0,0,0,17,0,3
0,0,0,18,0,2
0,0,0,19,0,1
1,0,0,0,19,0
2,0,0,0,18,0
3,0,0,0,17,0
4,0,0,0,16,0
5,0,0,0,15,0
6,0,0,0,14,0
7,0,0,0,13,0
8,0,0,0,12,0
9,0,0,0,11,0
10,0,0,0,10,0
11,0,0,0,9,0
12,0,0,0,8,0
13,0,0,0,7,0
14,0,0,0,6,0
15,0,0,0,5,0
16,0,0,0,4,0
17,0,0,0,3,0
18,0,0,0,2,0
19,0,0,0,1,0
0,1,0,0,19,0
0,2,0,0,18,0
0,3,0,0,17,0
0,4,0,0,16,0
0,5,0,0,15,0
0,6,0,0,14,0
0,7,0,0,13,0
0,8,0,0,12,0
0,9,0,0,11,0
0,10,0,0,10,0
0,11,0,0,9,0
0,12,0,0,8,0
0,13,0,0,7,0
0,14,0,0,6,0
0,15,0,0,5,0
0,16,0,0,4,0
0,17,0,0,3,0
0,18,0,0,2,0
0,19,0,0,1,0
0,0,1,0,19,0
0,0,2,0,18,0
0,0,3,0,17,0
0,0,4,0,16,0
0,0,5,0,15,0
0,0,6,0,14,0
0,0,7,0,13,0
0,0,8,0,12,0
0,0,9,0,11,0
0,0,10,0,10,0
0,0,11,0,9,0
0,0,12,0,8,0
0,0,13,0,7,0
0,0,14,0,6,0
0,0,15,0,5,0
0,0,16,0,4,0
0,0,17,0,3,0
0,0,18,0,2,0
0,0,19,0,1,0
0,0,0,1,19,0
0,0,0,2,18,0
0,0,0,3,17,0
0,0,0,4,16,0
0,0,0,5,15,0
0,0,0,6,14,0
0,0,0,7,13,0
0,0,0,8,12,0
0,0,0,9,11,0
0,0,0,10,10,0
0,0,0,11,9,0
0,0,0,12,8,0
0,0,0,13,7,0
0,0,0,14,6,0
0,0,0,15,5,0
0,0,0,16,4,0
0,0,0,17,3,0
0,0,0,18,2,0
0,0,0,19,1,0
0,0,0,0,1,19
0,0,0,0,2,18
0,0,0,0,3,17
0,0,0,0,4,16
0,0,0,0,5,15
0,0,0,0,6,14
0,0,0,0,7,13
0,0,0,0,8,12
0,0,0,0,9,11
0,0,0,0,10,10
0,0,0,0,11,9
0,0,0,0,12,8
0,0,0,0,13,7
0,0,0,0,14,6
0,0,0,0,15,5
0,0,0,0,16,4
0,0,0,0,17,3
0,0,0,0,18,2
0,0,0,0,19,1
